cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",4,3,4,4,1,Creative,Graphic Designer
"Specialized in deep learning, with research experience in natural language processing and computer vision.",1,2,2,1,4,Creative,AI Researcher
"Specialized in deep learning, with research experience in natural language processing and computer vision.",1,2,2,3,4,Analytical,AI Researcher
"Professional in SEO, experienced in branding and digital campaigns.",2,2,3,1,2,Conscientious,Marketing Manager
"Manager experienced in Scrum, with background in Agile and stakeholder management.",4,2,3,1,1,Openness,Project Manager
"Proven track record in negotiation, with expertise in CRM and client management.",1,3,1,2,1,Introverted,Sales Executive
"Graphic designer experienced in Adobe Photoshop, UX/UI design, and Illustrator.",2,1,4,3,1,Creative,Graphic Designer
"Proven track record in CRM, with expertise in client management and negotiation.",2,2,1,4,1,Extraverted,Sales Executive
"Data analyst proficient in machine learning, data visualization, and SQL.",2,1,2,3,3,Analytical,Data Analyst
"Graphic designer experienced in Illustrator, Adobe Photoshop, and UX/UI design.",1,3,1,3,4,Introverted,Graphic Designer
"Proven track record in negotiation, with expertise in client management and CRM.",4,3,1,1,3,Introverted,Sales Executive
"Project manager with expertise in Agile, stakeholder management, and Scrum.",3,3,4,1,2,Conscientious,Project Manager
"Cybersecurity analyst skilled in ethical hacking, network security, and risk assessment.",3,2,2,3,2,Conscientious,Cybersecurity Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",3,1,3,4,2,Creative,Graphic Designer
"Business analyst skilled in data modeling, requirement gathering, and process improvement.",3,3,3,4,1,Openness,Business Analyst
"Project manager with expertise in stakeholder management, Agile, and Scrum.",1,1,4,2,2,Introverted,Project Manager
"Specialized in natural language processing, with research experience in computer vision and deep learning.",3,4,3,2,1,Extraverted,AI Researcher
"Professional in SEO, experienced in digital campaigns and branding.",4,4,2,2,4,Creative,Marketing Manager
"Specialized in computer vision, with research experience in deep learning and natural language processing.",2,3,1,1,4,Openness,AI Researcher
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",2,1,2,3,3,Extraverted,Graphic Designer
"Graphic designer experienced in UX/UI design, Adobe Photoshop, and Illustrator.",2,4,3,4,4,Analytical,Graphic Designer
Expert in risk assessment with hands-on experience in ethical hacking and network security.,1,1,2,4,2,Introverted,Cybersecurity Analyst
"AI researcher with expertise in computer vision, deep learning, and natural language processing.",1,3,3,4,1,Analytical,AI Researcher
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",1,4,3,2,1,Openness,Business Analyst
"Proven track record in negotiation, with expertise in client management and CRM.",1,1,3,3,1,Extraverted,Sales Executive
"Experienced in SQL, with skills in machine learning and data visualization.",3,2,3,2,4,Analytical,Data Analyst
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",4,1,2,1,3,Conscientious,Business Analyst
"Software engineer with experience in cloud computing, Python, and Java.",3,4,3,4,1,Introverted,Software Engineer
"Professional in branding, experienced in SEO and digital campaigns.",1,4,3,1,4,Conscientious,Marketing Manager
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",4,2,3,1,1,Creative,Business Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",4,3,1,2,3,Analytical,Graphic Designer
"Software engineer with experience in Java, Python, and cloud computing.",3,1,1,3,3,Openness,Software Engineer
"Manager experienced in stakeholder management, with background in Agile and Scrum.",1,4,4,4,2,Introverted,Project Manager
"Data analyst proficient in machine learning, SQL, and data visualization.",3,3,4,1,1,Creative,Data Analyst
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",3,3,4,3,1,Openness,Graphic Designer
"AI researcher with expertise in natural language processing, computer vision, and deep learning.",2,4,2,3,4,Analytical,AI Researcher
"Business analyst skilled in requirement gathering, data modeling, and process improvement.",3,4,3,2,2,Conscientious,Business Analyst
Expert in risk assessment with hands-on experience in network security and ethical hacking.,3,2,4,2,2,Creative,Cybersecurity Analyst
"Data analyst proficient in SQL, machine learning, and data visualization.",1,3,3,1,2,Extraverted,Data Analyst
"Cybersecurity analyst skilled in risk assessment, network security, and ethical hacking.",2,4,3,1,2,Analytical,Cybersecurity Analyst
"Proven track record in client management, with expertise in CRM and negotiation.",3,1,4,2,2,Analytical,Sales Executive
"Specialized in computer vision, with research experience in natural language processing and deep learning.",4,1,3,1,3,Analytical,AI Researcher
"Developer skilled in Python, cloud computing, and Java.",4,3,4,4,1,Extraverted,Software Engineer
"Proven track record in CRM, with expertise in client management and negotiation.",3,4,4,3,3,Openness,Sales Executive
Expert in ethical hacking with hands-on experience in network security and risk assessment.,4,3,2,4,2,Creative,Cybersecurity Analyst
"Software engineer with experience in Python, cloud computing, and Java.",1,1,2,2,2,Introverted,Software Engineer
"Cybersecurity analyst skilled in risk assessment, ethical hacking, and network security.",1,4,2,3,3,Creative,Cybersecurity Analyst
"Graphic designer experienced in Adobe Photoshop, Illustrator, and UX/UI design.",1,3,1,1,3,Conscientious,Graphic Designer
Expert in network security with hands-on experience in risk assessment and ethical hacking.,3,1,4,3,2,Introverted,Cybersecurity Analyst
"Software engineer with experience in Java, cloud computing, and Python.",1,2,2,2,3,Conscientious,Software Engineer
"Data analyst proficient in machine learning, data visualization, and SQL.",1,4,2,4,1,Creative,Data Analyst
"Specialist in Adobe Photoshop, with skills in UX/UI design and Illustrator.",2,4,3,4,3,Creative,Graphic Designer
"Experienced in employee engagement, with knowledge of HR policies and recruitment.",4,3,2,3,4,Analytical,HR Specialist
"HR professional skilled in HR policies, employee engagement, and recruitment.",1,2,3,3,4,Introverted,HR Specialist
"Experienced in SQL, with skills in data visualization and machine learning.",1,1,3,1,1,Creative,Data Analyst
"Project manager with expertise in Scrum, stakeholder management, and Agile.",2,2,4,2,3,Extraverted,Project Manager
Expert in network security with hands-on experience in ethical hacking and risk assessment.,1,2,2,1,1,Analytical,Cybersecurity Analyst
"Specialized in natural language processing, with research experience in deep learning and computer vision.",3,4,1,3,1,Creative,AI Researcher
"Manager experienced in Scrum, with background in stakeholder management and Agile.",2,4,3,4,1,Creative,Project Manager
"Proven track record in negotiation, with expertise in CRM and client management.",2,3,1,2,1,Creative,Sales Executive
"Experienced in SQL, with skills in data visualization and machine learning.",2,1,3,2,4,Creative,Data Analyst
"Software engineer with experience in Python, cloud computing, and Java.",1,4,1,1,2,Openness,Software Engineer
"Developer skilled in cloud computing, Python, and Java.",3,1,1,1,1,Extraverted,Software Engineer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,4,4,3,2,Conscientious,Business Analyst
"Sales executive with strong skills in client management, negotiation, and CRM.",1,2,1,4,2,Extraverted,Sales Executive
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",3,3,3,2,2,Analytical,AI Researcher
"Professional in branding, experienced in SEO and digital campaigns.",1,3,4,2,3,Introverted,Marketing Manager
"Marketing manager with focus on SEO, digital campaigns, and branding.",2,2,1,3,4,Conscientious,Marketing Manager
"Specialized in deep learning, with research experience in natural language processing and computer vision.",2,1,3,3,2,Extraverted,AI Researcher
"Experienced in HR policies, with knowledge of recruitment and employee engagement.",4,4,1,3,3,Openness,HR Specialist
"Project manager with expertise in Agile, Scrum, and stakeholder management.",4,2,4,2,1,Extraverted,Project Manager
"AI researcher with expertise in computer vision, natural language processing, and deep learning.",4,2,1,4,2,Creative,AI Researcher
"Specialized in deep learning, with research experience in natural language processing and computer vision.",3,2,1,1,3,Analytical,AI Researcher
"Experienced in data visualization, with skills in machine learning and SQL.",4,3,3,3,2,Introverted,Data Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,2,4,4,1,Introverted,Business Analyst
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",4,4,1,4,2,Analytical,Business Analyst
"Manager experienced in stakeholder management, with background in Agile and Scrum.",1,4,2,4,3,Conscientious,Project Manager
"Data analyst proficient in data visualization, SQL, and machine learning.",1,1,4,1,1,Creative,Data Analyst
"Experienced in data visualization, with skills in SQL and machine learning.",3,2,2,3,4,Analytical,Data Analyst
"HR professional skilled in HR policies, employee engagement, and recruitment.",1,4,2,4,4,Conscientious,HR Specialist
"Software engineer with experience in cloud computing, Java, and Python.",3,2,3,2,1,Analytical,Software Engineer
"Data analyst proficient in SQL, data visualization, and machine learning.",2,1,4,2,2,Introverted,Data Analyst
"Marketing manager with focus on branding, digital campaigns, and SEO.",1,1,1,3,2,Openness,Marketing Manager
Expert in ethical hacking with hands-on experience in network security and risk assessment.,4,2,1,3,3,Extraverted,Cybersecurity Analyst
"Specialist in Illustrator, with skills in UX/UI design and Adobe Photoshop.",4,2,4,1,3,Conscientious,Graphic Designer
"Specialist in UX/UI design, with skills in Adobe Photoshop and Illustrator.",2,2,2,4,1,Conscientious,Graphic Designer
"Cybersecurity analyst skilled in network security, ethical hacking, and risk assessment.",3,4,1,2,2,Analytical,Cybersecurity Analyst
"Proven track record in negotiation, with expertise in CRM and client management.",2,4,2,2,1,Openness,Sales Executive
"Graphic designer experienced in UX/UI design, Illustrator, and Adobe Photoshop.",3,1,2,1,3,Extraverted,Graphic Designer
"Specialized in deep learning, with research experience in natural language processing and computer vision.",2,4,4,4,2,Extraverted,AI Researcher
"Business analyst skilled in data modeling, process improvement, and requirement gathering.",1,1,4,2,3,Creative,Business Analyst
"Developer skilled in Python, Java, and cloud computing.",3,1,2,4,3,Extraverted,Software Engineer
"Business analyst skilled in process improvement, data modeling, and requirement gathering.",2,3,4,2,3,Analytical,Business Analyst
"Professional in branding, experienced in SEO and digital campaigns.",4,4,1,3,3,Conscientious,Marketing Manager
"Specialized in deep learning, with research experience in natural language processing and computer vision.",4,3,1,3,1,Openness,AI Researcher
"HR professional skilled in employee engagement, HR policies, and recruitment.",2,3,1,3,2,Creative,HR Specialist
"Sales executive with strong skills in CRM, client management, and negotiation.",2,4,1,3,3,Conscientious,Sales Executive
"Manager experienced in Scrum, with background in stakeholder management and Agile.",4,3,4,2,4,Openness,Project Manager
