cv_text,quiz_q1,quiz_q2,quiz_q3,quiz_q4,quiz_q5,personality_label,job_role_label
"Estate agent with expertise in talent acquisition, onboarding, HRIS.",1,3,2,4,3,Extraverted,HR Manager
"Ranger/warden with expertise in budgeting, stakeholder management, risk management.",1,4,1,3,4,Introverted,Project Manager
"Administrator with expertise in deep learning, data mining, Python.",4,2,4,3,3,Openness,Data Scientist
"Warden/ranger with expertise in cloud computing, Java, DevOps.",2,3,3,2,1,Openness,Software Engineer
"Games developer with expertise in prototyping, UI/UX, Adobe Creative Suite.",3,1,1,3,4,Creative,Graphic Designer
"Senior tax professional/tax inspector with expertise in statistics, predictive analytics, data mining.",1,1,1,1,3,Openness,Data Scientist
"Arts administrator with expertise in forecasting, financial models, budgeting.",2,3,1,1,4,Analytical,Financial Analyst
"Purchasing manager with expertise in branding, SEO, campaigns.",1,1,2,1,3,Extraverted,Marketing Manager
"Solicitor, Scotland with expertise in customer engagement, SEO, branding.",2,1,4,2,1,Extraverted,Marketing Manager
"Conservator, furniture with expertise in analytics, campaigns, SEO.",2,1,4,2,2,Extraverted,Marketing Manager
"Press photographer with expertise in campaigns, branding, customer engagement.",4,4,3,3,1,Extraverted,Marketing Manager
"Advertising art director with expertise in budgeting, risk management, stakeholder management.",4,2,1,2,2,Introverted,Project Manager
"Music therapist with expertise in risk management, budgeting, Excel.",2,4,2,2,1,Analytical,Financial Analyst
"Bookseller with expertise in risk assessment, penetration testing, firewall.",2,1,2,2,4,Analytical,Cybersecurity Analyst
"Materials engineer with expertise in penetration testing, network security, firewall.",3,2,2,1,3,Analytical,Cybersecurity Analyst
"Landscape architect with expertise in financial models, Excel, risk management.",3,1,2,3,1,Analytical,Financial Analyst
"Administrator, Civil Service with expertise in Adobe Creative Suite, prototyping, UI/UX.",1,4,4,3,1,Creative,Graphic Designer
"Programmer, systems with expertise in Scrum, stakeholder management, budgeting.",4,4,1,4,3,Introverted,Project Manager
"Mining engineer with expertise in APIs, Python, DevOps.",2,1,2,1,3,Openness,Software Engineer
"Designer, industrial/product with expertise in campaigns, branding, SEO.",4,4,2,4,2,Extraverted,Marketing Manager
"Magazine features editor with expertise in stakeholder management, budgeting, risk management.",4,2,2,4,1,Introverted,Project Manager
"Furniture conservator/restorer with expertise in budgeting, Agile, stakeholder management.",4,4,3,2,2,Introverted,Project Manager
"Psychologist, occupational with expertise in budgeting, financial models, forecasting.",3,1,3,3,4,Analytical,Financial Analyst
"Legal executive with expertise in SQL, data visualization, statistics.",2,3,4,1,4,Openness,Data Analyst
"Geophysicist/field seismologist with expertise in risk assessment, incident response, penetration testing.",3,3,4,2,3,Analytical,Cybersecurity Analyst
"Designer, industrial/product with expertise in branding, campaigns, SEO.",2,3,4,3,1,Extraverted,Marketing Manager
"Scientist, forensic with expertise in statistics, predictive analytics, Python.",4,4,1,1,4,Openness,Data Scientist
"Landscape architect with expertise in penetration testing, risk assessment, firewall.",3,3,3,4,2,Analytical,Cybersecurity Analyst
"Dietitian with expertise in Scrum, Agile, risk management.",4,1,3,4,2,Introverted,Project Manager
"Research scientist (medical) with expertise in employee engagement, onboarding, HRIS.",3,1,3,4,4,Extraverted,HR Manager
"Chief Executive Officer with expertise in statistics, machine learning, SQL.",2,1,1,1,3,Openness,Data Analyst
"Metallurgist with expertise in Scrum, risk management, Agile.",3,4,2,1,1,Introverted,Project Manager
"Barista with expertise in APIs, Python, Java.",4,2,4,1,1,Openness,Software Engineer
"Metallurgist with expertise in firewall, network security, incident response.",4,3,2,1,4,Analytical,Cybersecurity Analyst
"Toxicologist with expertise in Scrum, risk management, stakeholder management.",2,4,4,3,3,Introverted,Project Manager
"Occupational therapist with expertise in Python, predictive analytics, deep learning.",1,4,2,1,1,Openness,Data Scientist
"Teacher, secondary school with expertise in DevOps, APIs, Python.",3,3,2,4,4,Openness,Software Engineer
"Engineer, manufacturing systems with expertise in analytics, SEO, branding.",3,3,1,2,4,Extraverted,Marketing Manager
"Tour manager with expertise in machine learning, data visualization, SQL.",1,4,1,3,3,Openness,Data Analyst
"Publishing rights manager with expertise in Adobe Creative Suite, prototyping, UI/UX.",3,4,1,2,2,Creative,Graphic Designer
"Call centre manager with expertise in HRIS, employee engagement, benefits management.",4,3,1,1,1,Extraverted,HR Manager
"Forensic psychologist with expertise in budgeting, stakeholder management, Scrum.",4,4,2,3,4,Introverted,Project Manager
"Armed forces training and education officer with expertise in network security, penetration testing, incident response.",4,2,2,2,4,Analytical,Cybersecurity Analyst
"Broadcast presenter with expertise in campaigns, branding, SEO.",3,2,2,2,4,Extraverted,Marketing Manager
"Geophysicist/field seismologist with expertise in talent acquisition, employee engagement, onboarding.",1,3,4,3,1,Extraverted,HR Manager
"Recycling officer with expertise in risk management, Agile, budgeting.",3,2,1,3,3,Introverted,Project Manager
"Diplomatic Services operational officer with expertise in campaigns, customer engagement, analytics.",4,4,3,1,2,Extraverted,Marketing Manager
"Designer, graphic with expertise in firewall, network security, penetration testing.",3,2,2,1,4,Analytical,Cybersecurity Analyst
"Chemical engineer with expertise in penetration testing, risk assessment, network security.",1,2,1,2,2,Analytical,Cybersecurity Analyst
"Loss adjuster, chartered with expertise in onboarding, HRIS, talent acquisition.",4,1,2,4,2,Extraverted,HR Manager
"Herbalist with expertise in cloud computing, DevOps, Python.",4,2,3,1,3,Openness,Software Engineer
"Water quality scientist with expertise in deep learning, data mining, predictive analytics.",3,1,1,1,2,Openness,Data Scientist
"Manufacturing systems engineer with expertise in budgeting, Scrum, risk management.",2,3,2,4,1,Introverted,Project Manager
"Furniture conservator/restorer with expertise in campaigns, SEO, analytics.",4,2,4,3,3,Extraverted,Marketing Manager
"Secretary/administrator with expertise in penetration testing, risk assessment, firewall.",1,1,4,3,4,Analytical,Cybersecurity Analyst
"Regulatory affairs officer with expertise in machine learning, SQL, Power BI.",4,2,2,1,2,Openness,Data Analyst
"Loss adjuster, chartered with expertise in Excel, financial models, forecasting.",2,2,1,3,4,Analytical,Financial Analyst
"Engineer, materials with expertise in data mining, predictive analytics, statistics.",3,3,4,2,2,Openness,Data Scientist
"Ophthalmologist with expertise in data visualization, SQL, machine learning.",2,2,1,3,2,Openness,Data Analyst
"Engineer, maintenance with expertise in Scrum, Agile, risk management.",2,4,3,4,2,Introverted,Project Manager
"Physicist, medical with expertise in DevOps, APIs, cloud computing.",1,3,4,3,3,Openness,Software Engineer
"Accountant, chartered with expertise in UI/UX, branding, prototyping.",1,3,2,3,4,Creative,Graphic Designer
"Heritage manager with expertise in Scrum, risk management, budgeting.",3,4,1,3,2,Introverted,Project Manager
"Programmer, multimedia with expertise in Power BI, SQL, data visualization.",1,4,4,2,1,Openness,Data Analyst
"Engineer, production with expertise in deep learning, Python, statistics.",1,1,1,3,3,Openness,Data Scientist
"Meteorologist with expertise in prototyping, branding, UI/UX.",1,3,1,2,2,Creative,Graphic Designer
"Financial planner with expertise in onboarding, employee engagement, talent acquisition.",2,4,4,1,3,Extraverted,HR Manager
"Education officer, environmental with expertise in penetration testing, firewall, risk assessment.",2,2,1,2,3,Analytical,Cybersecurity Analyst
"Graphic designer with expertise in SQL, machine learning, data visualization.",3,4,2,1,3,Openness,Data Analyst
"Therapist, speech and language with expertise in DevOps, Java, cloud computing.",3,2,2,1,1,Openness,Software Engineer
"Magazine features editor with expertise in predictive analytics, statistics, deep learning.",3,2,2,2,2,Openness,Data Scientist
"Engineer, petroleum with expertise in stakeholder management, Agile, Scrum.",3,3,2,2,2,Introverted,Project Manager
"Broadcast journalist with expertise in network security, incident response, firewall.",4,3,2,1,2,Analytical,Cybersecurity Analyst
"Arboriculturist with expertise in statistics, predictive analytics, data mining.",3,1,2,2,3,Openness,Data Scientist
"Accountant, chartered certified with expertise in benefits management, onboarding, HRIS.",4,2,2,4,3,Extraverted,HR Manager
"Advertising copywriter with expertise in stakeholder management, risk management, budgeting.",3,3,4,1,1,Introverted,Project Manager
"Physiotherapist with expertise in employee engagement, HRIS, benefits management.",3,3,3,2,1,Extraverted,HR Manager
"Make with expertise in financial models, forecasting, Excel.",2,4,3,2,2,Analytical,Financial Analyst
"Fisheries officer with expertise in Power BI, statistics, SQL.",2,2,4,2,3,Openness,Data Analyst
"Investment analyst with expertise in network security, penetration testing, risk assessment.",2,1,2,3,1,Analytical,Cybersecurity Analyst
"Comptroller with expertise in HRIS, employee engagement, benefits management.",1,2,2,3,2,Extraverted,HR Manager
"Scientist, physiological with expertise in predictive analytics, statistics, data mining.",4,1,3,1,3,Openness,Data Scientist
"Copywriter, advertising with expertise in analytics, campaigns, SEO.",3,1,3,4,1,Extraverted,Marketing Manager
"Horticultural therapist with expertise in UI/UX, branding, prototyping.",3,1,2,2,3,Creative,Graphic Designer
"Immigration officer with expertise in Python, APIs, cloud computing.",2,3,3,4,2,Openness,Software Engineer
"Agricultural engineer with expertise in budgeting, stakeholder management, risk management.",1,1,3,1,2,Introverted,Project Manager
"Geoscientist with expertise in Agile, stakeholder management, risk management.",3,3,1,4,1,Introverted,Project Manager
"Radiographer, diagnostic with expertise in analytics, campaigns, SEO.",2,1,2,4,4,Extraverted,Marketing Manager
"Health and safety inspector with expertise in Python, deep learning, statistics.",3,4,4,2,3,Openness,Data Scientist
"Production designer, theatre/television/film with expertise in UI/UX, Adobe Creative Suite, wireframing.",4,2,1,3,3,Creative,Graphic Designer
"Research scientist (life sciences) with expertise in prototyping, Adobe Creative Suite, wireframing.",1,1,2,3,3,Creative,Graphic Designer
"Management consultant with expertise in firewall, network security, incident response.",4,2,3,4,1,Analytical,Cybersecurity Analyst
"Wellsite geologist with expertise in data visualization, Power BI, statistics.",3,4,3,1,2,Openness,Data Analyst
"Community pharmacist with expertise in campaigns, customer engagement, branding.",3,1,2,4,3,Extraverted,Marketing Manager
"Financial adviser with expertise in risk management, budgeting, Agile.",4,2,3,4,1,Introverted,Project Manager
"Broadcast journalist with expertise in Scrum, Agile, risk management.",3,1,1,1,2,Introverted,Project Manager
"Embryologist, clinical with expertise in prototyping, branding, wireframing.",4,2,1,1,3,Creative,Graphic Designer
"Press sub with expertise in Power BI, machine learning, data visualization.",3,1,3,2,3,Openness,Data Analyst
"Administrator with expertise in wireframing, UI/UX, branding.",2,3,4,2,3,Creative,Graphic Designer
"Insurance account manager with expertise in stakeholder management, Agile, budgeting.",1,2,1,2,3,Introverted,Project Manager
"Data scientist with expertise in Python, deep learning, predictive analytics.",1,2,4,1,4,Openness,Data Scientist
"Civil Service fast streamer with expertise in Scrum, Agile, budgeting.",1,3,4,2,1,Introverted,Project Manager
"Technical brewer with expertise in talent acquisition, benefits management, HRIS.",4,4,2,2,3,Extraverted,HR Manager
"Operational investment banker with expertise in network security, risk assessment, penetration testing.",2,4,3,1,3,Analytical,Cybersecurity Analyst
"Nurse, mental health with expertise in data mining, deep learning, Python.",2,2,3,1,4,Openness,Data Scientist
"Engineer, structural with expertise in network security, risk assessment, firewall.",2,2,2,3,1,Analytical,Cybersecurity Analyst
